id,fhrsid,name,rcs_v4_final,base_score,adjusted_score,confidence_class,coverage_status,rankable,league_table_eligible,companies_house,penalties,caps
241399,241399,Harringtons on the Hill,8.554,8.554,8.554,Rankable-B,coverage-ready,True,True,unmatched,[],[]
1452649,1452649,The Leopard Spots,9.072,9.072,9.072,Rankable-B,coverage-ready,True,True,matched,[],[]
1631498,1631498,Plan Burrito,8.647,8.647,8.647,Rankable-B,coverage-ready,True,True,unmatched,[],[]
242397,242397,SWAGATH,4.591,4.591,4.591,Directional-C,coverage-partial,False,False,unmatched,[],[]
242018,242018,Sabai Sabai Restaurant & Bar,8.434,8.434,8.434,Rankable-B,coverage-ready,True,True,unmatched,[],[]
241567,241567,Moorings at Myton,8.405,8.405,8.405,Rankable-B,coverage-ready,True,True,matched,[],[]
1919355,1919355,Padel Squared,4.658,4.658,4.658,Directional-C,coverage-partial,False,False,matched,[],[]
657434,657434,Leamington Sparnies,8.252,8.252,8.252,Rankable-B,coverage-ready,True,True,unmatched,[],[]
1541815,1541815,Bewiched,8.548,8.548,8.548,Rankable-B,coverage-ready,True,True,unmatched,[],[]
242590,242590,Albion Street Kitchen,8.714,8.714,8.714,Rankable-B,coverage-ready,True,True,matched,[],[]
805981,805981,Heathcote Inn,8.692,8.692,8.692,Rankable-B,coverage-ready,True,True,unmatched,[],[]
242536,242536,Globe,8.255,8.255,8.255,Rankable-B,coverage-ready,True,False,unmatched,[],[]
657432,657432,Seedling Nursery,8.285,8.285,8.285,Directional-C,coverage-partial,False,False,unmatched,[],[]
1855413,1855413,Sabins Sandwich Shop,8.007,8.007,8.007,Rankable-B,coverage-ready,True,True,matched,[],[]
242520,242520,Panela,8.982,8.982,8.982,Rankable-B,coverage-ready,True,True,unmatched,[],[]
242705,242705,McDonalds Restaurant,7.259,7.259,7.259,Rankable-B,coverage-ready,True,True,unmatched,[],"[{""code"": ""STALE-2Y"", ""effect"": ""TrustCompliance soft cap 7.0"", ""reason"": ""days_since_rd=738, r=5""}]"
1038948,1038948,Coffee at the Fields,3.873,3.873,3.873,Directional-C,coverage-partial,False,False,unmatched,[],[]
699035,699035,Peaches,8.887,8.887,8.887,Rankable-B,coverage-ready,True,True,unmatched,[],[]
945195,945195,Coffee#1,8.453,8.453,8.453,Rankable-B,coverage-ready,True,True,matched,[],[]
241327,241327,The Oken Tea Rooms,9.11,9.11,9.11,Rankable-B,coverage-ready,True,True,unmatched,[],[]
241778,241778,Cewe Color Ltd,7.79,7.79,7.79,Rankable-B,coverage-ready,True,True,unmatched,[],[]
1060912,1060912,Happy Puccia Ltd,9.195,9.195,9.195,Rankable-B,coverage-ready,True,True,matched,[],[]
241340,241340,The Royal Pug,8.209,8.209,8.209,Rankable-B,coverage-ready,True,True,unmatched,[],[]
1411431,1411431,Cafe Blenz,8.958,8.958,8.958,Rankable-B,coverage-ready,True,True,unmatched,[],[]
241901,241901,Hollies Tea and Cake Room,8.489,8.489,8.489,Rankable-B,coverage-ready,True,False,matched,[],[]
1106944,1106944,Crown Routes Brunwick Hub,8.41,8.41,8.41,Rankable-B,coverage-ready,True,True,unmatched,[],[]
917399,917399,Lemon Zest Cuisine at Swallows Nest Barn,9.122,9.122,9.122,Rankable-B,coverage-ready,True,True,unmatched,[],[]
939797,939797,Jump In Adventure Park by Air Hop,8.454,8.454,8.454,Rankable-B,coverage-ready,True,True,unmatched,[],[]
1093351,1093351,Classy Cafe,7.54,7.54,7.54,Rankable-B,coverage-partial,True,True,unmatched,[],[]
699047,699047,Nando's,8.356,8.356,8.356,Rankable-B,coverage-ready,True,True,matched,[],[]
241659,241659,Indian Edge,8.416,8.416,8.416,Rankable-B,coverage-ready,True,True,unmatched,[],[]
1431484,1431484,The Dice Box,8.813,8.813,8.813,Rankable-B,coverage-ready,True,True,matched,[],[]
1086637,1086637,Creme de la Creme,9.11,9.11,9.11,Rankable-B,coverage-ready,True,True,matched,[],[]
241934,241934,Ruby Cantonese,8.405,8.405,8.405,Rankable-B,coverage-ready,True,True,unmatched,[],[]
241311,241311,Naturally Dippy @ Wildes Wine and Cocktail Bar,8.487,8.487,8.487,Rankable-B,coverage-ready,True,True,unmatched,[],[]
242603,242603,Four Seasons Function Room / Alf's Cafe,7.924,7.924,7.924,Rankable-B,coverage-partial,True,True,unmatched,[],[]
242044,242044,The House,8.583,8.583,8.583,Rankable-B,coverage-ready,True,True,unmatched,[],[]
241391,241391,Bar Angeli,8.578,8.578,8.578,Rankable-B,coverage-ready,True,True,unmatched,[],[]
241577,241577,Leam Boat Centre Limited,8.241,8.241,8.241,Rankable-B,coverage-ready,True,True,matched,[],"[{""code"": ""STALE-2Y"", ""effect"": ""TrustCompliance soft cap 7.0"", ""reason"": ""days_since_rd=760, r=5""}]"
242699,242699,Punchbowl,8.537,8.537,8.537,Rankable-B,coverage-ready,True,True,unmatched,[],[]
1726108,1726108,Gamefinity,8.594,8.594,8.594,Rankable-B,coverage-ready,True,True,unmatched,[],[]
1557399,1557399,The Hide,8.481,8.481,8.481,Rankable-B,coverage-partial,True,True,unmatched,[],[]
242784,242784,Simply Delicious by Lisa Johnson,8.623,8.623,8.623,Rankable-B,coverage-ready,True,True,unmatched,[],[]
241945,241945,Arden's Coffee,7.935,7.935,7.935,Rankable-B,coverage-ready,True,True,matched,[],[]
242290,242290,Red Lion,8.322,8.322,8.322,Rankable-B,coverage-ready,True,True,matched,[],[]
1740156,1740156,Natsuya,9.153,9.153,9.153,Rankable-B,coverage-ready,True,True,unmatched,[],[]
241895,241895,Aviary Cafe,8.76,8.76,8.76,Rankable-B,coverage-ready,True,True,unmatched,[],[]
241689,241689,Wylies Cafe Tearooms & Food Emporium,7.825,7.825,7.825,Rankable-B,coverage-ready,True,True,unmatched,[],[]
241753,241753,Entrust Care Partnership at the Brunswick Healthy Living Centre,7.68,7.68,7.68,Rankable-B,coverage-ready,True,True,unmatched,[],"[{""code"": ""STALE-2Y"", ""effect"": ""TrustCompliance soft cap 7.0"", ""reason"": ""days_since_rd=953, r=5""}]"
241557,241557,The Potting Shed Cafe,7.855,7.855,7.855,Rankable-B,coverage-ready,True,True,matched,[],"[{""code"": ""STALE-2Y"", ""effect"": ""TrustCompliance soft cap 7.0"", ""reason"": ""days_since_rd=737, r=5""}]"
241973,241973,Kings Head,8.558,8.558,8.558,Rankable-B,coverage-ready,True,True,unmatched,[],[]
351783,351783,The Castle Inn,8.554,8.554,8.554,Rankable-B,coverage-ready,True,True,matched,[],[]
241535,241535,Mavi,8.728,8.728,8.728,Rankable-B,coverage-ready,True,True,unmatched,[],[]
814161,814161,Gourmet Burger Kitchen,8.361,8.361,8.361,Rankable-B,coverage-ready,True,True,unmatched,[],[]
241472,241472,Bear And Ragged Staff,,7.962,7.962,Directional-C,coverage-partial,False,False,unmatched,[],[]
1086656,1086656,Chase Meadow Community Cafe,8.654,8.654,8.654,Rankable-B,coverage-ready,True,True,unmatched,[],[]
242103,242103,Taverna Meraki/Big Malakas,8.297,8.297,8.297,Rankable-B,coverage-ready,True,True,unmatched,[],[]
241845,241845,The Almanack,,7.705,7.705,Directional-C,coverage-partial,False,False,unmatched,[],[]
241512,241512,Kayal,8.471,8.471,8.471,Rankable-B,coverage-ready,True,True,unmatched,[],[]
699046,699046,Las Iguanas,8.752,8.752,8.752,Rankable-B,coverage-ready,True,True,unmatched,[],[]
241381,241381,Fat Birds Cafe,7.917,7.917,7.917,Rankable-B,coverage-ready,True,True,matched,[],[]
242662,242662,Art Kitchen,7.832,7.832,7.832,Rankable-B,coverage-ready,True,True,unmatched,[],"[{""code"": ""STALE-2Y"", ""effect"": ""TrustCompliance soft cap 7.0"", ""reason"": ""days_since_rd=858, r=5""}]"
1276397,1276397,The Larder at Pump Rooms Cafe,8.012,8.012,8.012,Rankable-B,coverage-ready,True,True,unmatched,[],[]
351779,351779,Lion,4.432,4.432,4.432,Directional-C,coverage-partial,False,False,unmatched,[],[]
242438,242438,Lil Greens,8.115,8.115,8.115,Rankable-B,coverage-ready,True,True,matched,[],[]
843028,843028,District at Warwick Business School,8.651,8.651,8.651,Rankable-B,coverage-ready,True,True,unmatched,[],[]
242532,242532,Castle Balti,8.509,8.509,8.509,Rankable-B,coverage-ready,True,True,matched,[],[]
241398,241398,Fleur De Lys,7.415,7.415,7.415,Rankable-B,coverage-ready,True,True,matched,[],[]
1799376,1799376,Gail's,7.854,7.854,7.854,Rankable-B,coverage-ready,True,True,matched,[],[]
680844,680844,Cafe 18,8.028,8.028,8.028,Rankable-B,coverage-ready,True,True,unmatched,[],[]
241995,241995,Five Rivers,8.393,8.393,8.393,Rankable-B,coverage-ready,True,True,matched,[],[]
242692,242692,The Boot Inn,8.457,8.457,8.457,Rankable-B,coverage-ready,True,True,matched,[],[]
